677,Tokyo 2020,,0,0,1
678,Tokyo 2020,,1,0,0
679,Tokyo 2020,,0,0,0
680,London 2012,3,0,0,0
681,London 2012,3,1,3,0
682,Tokyo 2020,,0,0,0
683,London 2012,3,0,0,0
684,Tokyo 2020,,0,0,0
685,Tokyo 2020,,0,0,0
686,Tokyo 2020,,0,0,0
687,London 2012,2,0,0,0
688,Tokyo 2020,,0,0,0
689,London 2012,2,0,0,0
690,Tokyo 2020,,0,0,0
691,Tokyo 2020,,0,0,0
692,Tokyo 2020,,0,0,0
693,Tokyo 2020,,0,0,0
694,London 2012,4,0,0,0
695,London 2012,2,0,0,0
696,Beijing 2008,4,2,2,1
697,Tokyo 2020,,0,0,0
698,Tokyo 2020,,0,1,0
699,Tokyo 2020,,0,0,0
700,Rio 2016,2,0,0,0
701,Tokyo 2020,,0,0,0
702,Rio 2016,2,0,0,0
703,London 2012,3,0,0,0
704,Tokyo 2020,,0,0,0
705,London 2012,3,1,1,1
706,London 2012,3,0,0,1
707,London 2012,3,0,1,0
708,Tokyo 2020,,0,0,0
709,Rio 2016,2,0,0,0
710,Tokyo 2020,,0,0,0
711,Rio 2016,2,0,0,0
712,Tokyo 2020,1,0,0,0
713,Rio 2016,3,0,0,0
714,Tokyo 2020,,0,0,0
715,Athens 2004,5,0,0,0
716,Tokyo 2020,,0,0,0
717,Rio 2016,2,0,0,0
718,Rio 2016,2,1,0,1
719,Tokyo 2020,,0,0,0
720,Tokyo 2020,,0,0,0
721,Tokyo 2020,,0,0,0
722,Beijing 2008,4,2,0,0
723,Tokyo 2020,,0,0,0
724,Tokyo 2020,,0,0,0
725,Tokyo 2020,,0,0,0
726,Tokyo 2020,,0,0,0
727,Tokyo 2020,,0,0,0
728,London 2012,3,0,0,0
729,London 2012,3,0,0,0
730,London 2012,3,1,0,0
731,Tokyo 2020,,0,0,0
732,Rio 2016,2,0,0,1
733,Tokyo 2020,,0,0,0
734,Rio 2016,2,0,0,0
735,Tokyo 2020,,0,0,0
736,Tokyo 2020,,0,0,0
737,London 2012,3,0,0,0
738,Rio 2016,2,0,0,0
739,Tokyo 2020,,0,0,0
740,Tokyo 2020,,0,0,0
741,Tokyo 2020,,0,0,0
742,Tokyo 2020,,0,0,0
743,Tokyo 2020,,0,0,0
744,London 2012,3,0,1,2
745,Tokyo 2020,,0,0,0
746,London 2012,3,0,0,0
747,Tokyo 2020,,0,0,0
748,Tokyo 2020,,0,0,0
749,Rio 2016,3,0,0,0
750,Tokyo 2020,,0,0,0
751,Tokyo 2020,,0,0,0
752,Tokyo 2020,,0,0,0
753,Tokyo 2020,1,0,0,0
754,Tokyo 2020,,0,0,0
755,Tokyo 2020,,0,0,0
756,Rio 2016,2,0,1,1
757,Tokyo 2020,,0,0,0
758,Tokyo 2020,,0,0,0
759,Tokyo 2020,,0,0,0
760,Rio 2016,2,0,0,0
761,Rio 2016,2,0,0,0
762,Tokyo 2020,,0,0,0
763,Rio 2016,2,0,0,0
764,Rio 2016,2,0,0,0
765,Tokyo 2020,,0,0,0
766,Tokyo 2020,,0,0,0
767,Tokyo 2020,,0,0,0
768,Tokyo 2020,,0,0,0
769,Tokyo 2020,,0,0,0
770,London 2012,3,0,0,0
771,Tokyo 2020,,0,0,0
772,Tokyo 2020,,0,0,0
773,Rio 2016,2,0,0,0
774,Rio 2016,2,0,0,0
775,Tokyo 2020,,0,0,0
776,Tokyo 2020,,0,0,0
777,Tokyo 2020,,0,0,0
778,Tokyo 2020,,0,0,0
779,Tokyo 2020,,0,0,0
780,Tokyo 2020,,0,0,0
781,London 2012,3,0,0,0
782,Beijing 2008,3,0,0,0
783,Tokyo 2020,,0,0,0
784,Tokyo 2020,,1,0,0
785,Tokyo 2020,,0,0,0
786,Tokyo 2020,,0,0,0
787,Tokyo 2020,,0,0,0
788,Tokyo 2020,,0,0,0
789,Rio 2016,2,1,0,0
790,Tokyo 2020,,0,0,0
791,Rio 2016,2,0,0,0
792,Tokyo 2020,,0,0,0
793,Rio 2016,2,0,0,0
794,Tokyo 2020,,0,0,0
795,Tokyo 2020,,0,0,0
796,London 2012,3,0,1,0
797,Tokyo 2020,,0,0,0
